age,education,relationship,sex,race,income
29,HS-grad,Husband,Male,Amer-Indian-Eskimo,<=50K
52,HS-grad,Other-relative,Male,White,>50K
38,HS-grad,Not-in-family,Male,White,>50K
54,HS-grad,Husband,Male,Black,<=50K
39,10th,Husband,Male,White,<=50K
17,11th,Own-child,Female,White,<=50K
53,Bachelors,Husband,Male,White,>50K
32,Some-college,Husband,Male,White,<=50K
42,Prof-school,Husband,Male,White,>50K
24,Masters,Not-in-family,Female,Black,<=50K
18,HS-grad,Not-in-family,Female,White,<=50K
46,Bachelors,Husband,Male,White,>50K
36,Bachelors,Wife,Female,White,>50K
41,Some-college,Husband,Male,White,>50K
52,Prof-school,Husband,Male,White,>50K
35,Some-college,Husband,Male,White,<=50K
18,11th,Own-child,Male,White,<=50K
29,Masters,Other-relative,Male,White,<=50K
45,Some-college,Unmarried,Female,White,<=50K
39,Bachelors,Not-in-family,Male,White,>50K
25,Assoc-voc,Not-in-family,Male,White,<=50K
60,HS-grad,Not-in-family,Male,White,<=50K
52,Bachelors,Other-relative,Female,Black,<=50K
46,Bachelors,Husband,Male,Black,>50K
40,HS-grad,Husband,Male,White,>50K
50,Assoc-acdm,Not-in-family,Male,Black,<=50K
34,HS-grad,Husband,Male,White,>50K
41,Some-college,Husband,Male,Amer-Indian-Eskimo,>50K
55,Prof-school,Not-in-family,Female,White,<=50K
29,10th,Husband,Male,White,>50K
22,Some-college,Not-in-family,Female,White,<=50K
47,Some-college,Not-in-family,Female,White,>50K
48,7th-8th,Husband,Male,Asian-Pac-Islander,<=50K
35,7th-8th,Husband,Male,White,<=50K
38,HS-grad,Unmarried,Male,White,<=50K
45,Some-college,Husband,Male,White,>50K
23,Some-college,Own-child,Female,White,<=50K
22,HS-grad,Other-relative,Male,White,<=50K
61,12th,Wife,Female,White,<=50K
27,Some-college,Husband,Male,White,<=50K
48,HS-grad,Wife,Female,White,>50K
39,Bachelors,Husband,Male,White,>50K
43,Masters,Husband,Male,White,>50K
24,Some-college,Husband,Male,White,>50K
33,Bachelors,Not-in-family,Male,White,<=50K
53,Masters,Husband,Male,White,>50K
18,Some-college,Own-child,Female,White,<=50K
37,Assoc-acdm,Not-in-family,Female,White,<=50K
53,Assoc-voc,Husband,Male,White,>50K
39,Prof-school,Husband,Male,White,>50K
32,Some-college,Unmarried,Female,Black,<=50K
36,Bachelors,Own-child,Male,White,<=50K
21,HS-grad,Own-child,Male,White,<=50K
38,Bachelors,Husband,Male,White,>50K
30,Assoc-voc,Husband,Male,White,<=50K
28,Assoc-voc,Unmarried,Female,White,<=50K
41,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
32,Some-college,Husband,Male,White,>50K
44,HS-grad,Husband,Male,White,>50K
37,Some-college,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,>50K
36,Bachelors,Unmarried,Male,Black,>50K
54,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
23,HS-grad,Own-child,Female,Black,<=50K
37,Assoc-voc,Husband,Male,White,>50K
30,Bachelors,Not-in-family,Male,White,>50K
32,Bachelors,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,<=50K
31,7th-8th,Other-relative,Male,White,<=50K
51,Some-college,Husband,Male,White,>50K
41,Some-college,Husband,Male,White,>50K
37,HS-grad,Husband,Male,White,<=50K
33,Masters,Husband,Male,White,>50K
47,Some-college,Not-in-family,Female,White,<=50K
40,Some-college,Husband,Male,White,>50K
47,Bachelors,Husband,Male,White,>50K
78,HS-grad,Not-in-family,Male,White,>50K
64,Some-college,Husband,Male,White,>50K
34,Masters,Husband,Male,White,>50K
57,Some-college,Husband,Male,White,>50K
31,Assoc-acdm,Own-child,Female,White,<=50K
57,Bachelors,Husband,Male,White,>50K
67,Doctorate,Not-in-family,Female,White,>50K
28,11th,Husband,Male,White,>50K
27,Bachelors,Not-in-family,Male,White,<=50K
17,11th,Own-child,Female,White,<=50K
23,HS-grad,Own-child,Male,White,<=50K
47,Some-college,Husband,Male,White,>50K
41,Bachelors,Own-child,Female,White,<=50K
75,Assoc-voc,Not-in-family,Female,White,<=50K
19,Some-college,Own-child,Female,White,<=50K
24,Some-college,Not-in-family,Female,White,<=50K
39,Assoc-voc,Unmarried,Female,White,<=50K
31,Bachelors,Not-in-family,Female,White,<=50K
45,HS-grad,Unmarried,Female,Asian-Pac-Islander,<=50K
33,Bachelors,Not-in-family,Female,White,<=50K
45,Assoc-voc,Not-in-family,Female,Asian-Pac-Islander,<=50K
50,Masters,Other-relative,Male,White,<=50K
56,Bachelors,Husband,Male,White,>50K
29,Bachelors,Wife,Female,White,>50K
26,HS-grad,Own-child,Female,White,<=50K
36,HS-grad,Unmarried,Male,White,<=50K
43,Some-college,Husband,Male,White,<=50K
58,11th,Husband,Male,White,<=50K
30,11th,Husband,Male,White,<=50K
43,Bachelors,Not-in-family,Male,White,<=50K
64,Bachelors,Husband,Male,White,>50K
27,Assoc-voc,Husband,Male,White,<=50K
29,HS-grad,Husband,Male,White,>50K
27,Assoc-voc,Husband,Male,White,<=50K
33,Bachelors,Wife,Female,White,>50K
66,Some-college,Husband,Male,White,>50K
32,Bachelors,Wife,Female,White,>50K
46,Bachelors,Not-in-family,Female,White,<=50K
55,Some-college,Husband,Male,White,>50K
22,HS-grad,Not-in-family,Male,White,<=50K
59,Some-college,Husband,Male,White,>50K
40,Assoc-voc,Husband,Male,White,>50K
49,Prof-school,Not-in-family,Female,White,>50K
17,12th,Own-child,Male,White,<=50K
43,Masters,Unmarried,Female,White,>50K
29,HS-grad,Husband,Male,White,<=50K
34,HS-grad,Not-in-family,Male,Asian-Pac-Islander,<=50K
49,Bachelors,Husband,Male,White,<=50K
17,10th,Not-in-family,Male,White,<=50K
52,Bachelors,Husband,Male,White,>50K
46,Assoc-voc,Husband,Male,White,>50K
25,HS-grad,Own-child,Male,White,<=50K
61,HS-grad,Husband,Male,White,<=50K
50,HS-grad,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,>50K
23,HS-grad,Unmarried,Female,Black,<=50K
21,HS-grad,Own-child,Female,White,<=50K
71,HS-grad,Not-in-family,Female,White,<=50K
41,Bachelors,Wife,Female,White,>50K
24,HS-grad,Husband,Male,White,<=50K
47,Bachelors,Not-in-family,Female,White,>50K
35,Bachelors,Not-in-family,Male,White,<=50K
44,HS-grad,Husband,Male,White,>50K
51,11th,Husband,Male,White,>50K
22,5th-6th,Not-in-family,Male,White,<=50K
39,Some-college,Wife,Female,White,>50K
45,HS-grad,Husband,Male,White,<=50K
47,Bachelors,Husband,Male,White,>50K
37,HS-grad,Unmarried,Male,White,<=50K
53,7th-8th,Husband,Male,White,>50K
37,Some-college,Husband,Male,White,>50K
58,7th-8th,Husband,Male,White,<=50K
45,Doctorate,Husband,Male,Asian-Pac-Islander,>50K
25,Bachelors,Not-in-family,Male,White,<=50K
47,Bachelors,Husband,Male,White,>50K
41,Some-college,Husband,Male,White,<=50K
20,Some-college,Not-in-family,Female,White,<=50K
41,HS-grad,Husband,Male,White,<=50K
63,Some-college,Husband,Male,White,>50K
52,HS-grad,Not-in-family,Female,White,<=50K
38,Bachelors,Husband,Male,White,>50K
27,Some-college,Not-in-family,Female,White,<=50K
56,Masters,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
27,Some-college,Not-in-family,Male,Black,<=50K
43,Some-college,Husband,Male,White,>50K
46,Bachelors,Not-in-family,Female,White,>50K
21,Some-college,Own-child,Male,White,<=50K
50,Some-college,Unmarried,Female,White,<=50K
35,HS-grad,Not-in-family,Male,Black,<=50K
63,11th,Husband,Male,White,<=50K
20,HS-grad,Own-child,Male,White,<=50K
29,HS-grad,Husband,Male,White,<=50K
48,HS-grad,Unmarried,Female,Black,<=50K
48,Masters,Not-in-family,Male,White,>50K
18,Some-college,Own-child,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
31,HS-grad,Own-child,Male,White,<=50K
61,5th-6th,Husband,Male,White,<=50K
59,Some-college,Unmarried,Male,White,<=50K
42,Bachelors,Not-in-family,Male,White,>50K
24,10th,Other-relative,Male,White,<=50K
17,11th,Own-child,Male,White,<=50K
30,11th,Unmarried,Male,White,<=50K
38,Masters,Husband,Male,White,>50K
33,Masters,Husband,Male,White,>50K
51,HS-grad,Own-child,Female,White,<=50K
56,Masters,Husband,Male,White,>50K
47,Some-college,Unmarried,Female,White,<=50K
26,Bachelors,Own-child,Male,White,<=50K
51,HS-grad,Husband,Male,White,>50K
52,HS-grad,Husband,Male,White,>50K
31,Bachelors,Not-in-family,Male,White,<=50K
25,Bachelors,Own-child,Female,Black,<=50K
51,Assoc-voc,Husband,Male,White,>50K
25,10th,Own-child,Male,Black,<=50K
26,HS-grad,Husband,Male,White,<=50K
29,HS-grad,Not-in-family,Male,White,<=50K
51,HS-grad,Husband,Male,White,>50K
41,Bachelors,Wife,Female,White,>50K
23,HS-grad,Husband,Male,White,<=50K
60,10th,Not-in-family,Female,Black,<=50K
43,Masters,Not-in-family,Male,White,<=50K
30,HS-grad,Husband,Male,White,>50K
51,1st-4th,Husband,Male,White,<=50K
41,Masters,Husband,Male,White,>50K
25,Masters,Husband,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
32,Assoc-voc,Husband,Male,White,>50K
27,HS-grad,Husband,Male,Black,>50K
41,Bachelors,Husband,Male,White,>50K
70,Bachelors,Husband,Male,White,>50K
25,12th,Not-in-family,Male,White,<=50K
24,Some-college,Own-child,Male,Asian-Pac-Islander,<=50K
38,Bachelors,Husband,Male,White,>50K
62,Some-college,Husband,Male,White,>50K
24,7th-8th,Own-child,Male,White,<=50K
58,10th,Wife,Female,White,>50K
46,HS-grad,Husband,Male,White,<=50K
56,HS-grad,Husband,Male,White,>50K
52,HS-grad,Not-in-family,Male,White,<=50K
55,HS-grad,Husband,Male,White,>50K
23,Bachelors,Unmarried,Male,White,<=50K
18,11th,Own-child,Male,White,<=50K
45,Some-college,Other-relative,Male,Asian-Pac-Islander,<=50K
34,Some-college,Husband,Male,White,>50K
53,1st-4th,Husband,Male,Black,<=50K
31,HS-grad,Husband,Male,White,>50K
31,Assoc-acdm,Husband,Male,White,<=50K
34,Some-college,Husband,Male,White,>50K
47,HS-grad,Not-in-family,Male,White,<=50K
55,10th,Husband,Male,White,>50K
30,Assoc-voc,Husband,Male,White,<=50K
18,HS-grad,Own-child,Male,White,<=50K
46,Some-college,Not-in-family,Female,White,<=50K
25,HS-grad,Husband,Male,White,<=50K
34,Some-college,Own-child,Female,White,<=50K
29,Assoc-voc,Husband,Male,White,>50K
55,10th,Husband,Male,White,<=50K
62,HS-grad,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,>50K
50,Masters,Husband,Male,White,>50K
46,Bachelors,Unmarried,Female,White,>50K
37,Some-college,Not-in-family,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
48,Bachelors,Wife,Female,White,>50K
43,Bachelors,Not-in-family,Male,White,>50K
37,Some-college,Husband,Male,White,>50K
38,HS-grad,Own-child,Male,White,<=50K
23,HS-grad,Unmarried,Female,White,<=50K
40,HS-grad,Husband,Male,White,>50K
44,Assoc-acdm,Husband,Male,White,>50K
25,Bachelors,Not-in-family,Female,Black,<=50K
64,7th-8th,Unmarried,Female,White,<=50K
32,HS-grad,Husband,Male,White,>50K
71,Assoc-acdm,Husband,Male,White,<=50K
37,Some-college,Husband,Male,White,>50K
48,HS-grad,Other-relative,Female,White,<=50K
55,Assoc-voc,Husband,Male,White,>50K
32,Bachelors,Not-in-family,Male,White,<=50K
48,Bachelors,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,<=50K
17,12th,Own-child,Female,White,<=50K
45,HS-grad,Unmarried,Female,White,<=50K
33,Assoc-acdm,Unmarried,Male,White,<=50K
23,Some-college,Husband,Male,White,<=50K
24,7th-8th,Own-child,Female,White,<=50K
29,HS-grad,Not-in-family,Female,White,<=50K
40,Assoc-acdm,Husband,Male,White,>50K
38,HS-grad,Husband,Male,White,<=50K
20,Some-college,Not-in-family,Male,White,<=50K
23,HS-grad,Own-child,Male,Black,<=50K
58,HS-grad,Husband,Male,Black,<=50K
52,HS-grad,Wife,Female,Asian-Pac-Islander,<=50K
50,HS-grad,Husband,Male,Black,<=50K
47,HS-grad,Husband,Male,White,>50K
31,Assoc-acdm,Husband,Male,White,>50K
51,HS-grad,Husband,Male,White,<=50K
50,Bachelors,Not-in-family,Female,White,<=50K
51,Assoc-acdm,Husband,Male,White,>50K
44,Assoc-acdm,Husband,Male,White,>50K
54,Bachelors,Husband,Male,White,>50K
51,HS-grad,Husband,Male,White,>50K
63,Bachelors,Husband,Male,White,<=50K
48,HS-grad,Wife,Female,White,>50K
32,5th-6th,Husband,Male,White,<=50K
25,Some-college,Own-child,Female,White,<=50K
47,Some-college,Husband,Male,White,>50K
34,Bachelors,Husband,Male,White,>50K
61,Masters,Not-in-family,Female,White,>50K
43,Masters,Husband,Male,White,<=50K
58,Bachelors,Unmarried,Female,White,>50K
24,Bachelors,Husband,Male,White,<=50K
53,Doctorate,Not-in-family,Female,White,>50K
32,Some-college,Husband,Male,White,>50K
43,Some-college,Not-in-family,Female,Black,<=50K
34,HS-grad,Husband,Male,White,<=50K
48,Bachelors,Not-in-family,Male,Black,>50K
42,HS-grad,Not-in-family,Female,Black,<=50K
29,Bachelors,Wife,Female,White,>50K
46,Masters,Not-in-family,Male,White,>50K
33,HS-grad,Not-in-family,Female,White,<=50K
47,HS-grad,Husband,Male,White,<=50K
38,Some-college,Unmarried,Female,White,<=50K
47,Masters,Not-in-family,Male,White,>50K
50,HS-grad,Unmarried,Female,Black,<=50K
35,Masters,Not-in-family,Male,White,>50K
49,HS-grad,Husband,Male,White,>50K
35,HS-grad,Not-in-family,Female,White,<=50K
21,Some-college,Own-child,Female,White,<=50K
37,HS-grad,Not-in-family,Male,White,<=50K
20,Some-college,Not-in-family,Male,White,<=50K
32,HS-grad,Wife,Female,White,<=50K
32,Bachelors,Not-in-family,Male,White,<=50K
34,Bachelors,Husband,Male,White,>50K
22,11th,Own-child,Male,White,<=50K
34,Assoc-voc,Husband,Male,White,<=50K
80,HS-grad,Husband,Male,White,<=50K
47,HS-grad,Husband,Male,White,>50K
36,Masters,Husband,Male,White,>50K
38,Some-college,Husband,Male,Black,<=50K
58,Some-college,Husband,Male,White,>50K
25,HS-grad,Husband,Male,White,<=50K
59,Masters,Not-in-family,Female,White,<=50K
43,5th-6th,Wife,Female,Asian-Pac-Islander,>50K
58,Bachelors,Husband,Male,White,<=50K
50,Bachelors,Husband,Male,White,>50K
33,Assoc-voc,Husband,Male,White,<=50K
44,Some-college,Husband,Male,White,>50K
34,Bachelors,Other-relative,Male,Black,<=50K
36,Assoc-voc,Own-child,Female,White,<=50K
53,HS-grad,Not-in-family,Female,White,<=50K
44,Bachelors,Husband,Male,White,>50K
37,Bachelors,Not-in-family,Male,White,>50K
22,Some-college,Own-child,Male,White,<=50K
47,Some-college,Husband,Male,White,<=50K
47,HS-grad,Unmarried,Female,White,<=50K
38,Masters,Husband,Male,White,>50K
23,HS-grad,Own-child,Male,White,<=50K
45,HS-grad,Husband,Male,Black,>50K
23,11th,Own-child,Male,Asian-Pac-Islander,>50K
63,7th-8th,Husband,Male,White,>50K
29,Bachelors,Own-child,Female,White,<=50K
41,Bachelors,Husband,Male,White,>50K
68,Some-college,Wife,Female,White,>50K
55,HS-grad,Husband,Male,White,>50K
48,Bachelors,Wife,Female,White,>50K
21,Some-college,Own-child,Female,White,<=50K
67,Some-college,Husband,Male,White,<=50K
33,Doctorate,Wife,Female,White,>50K
37,Some-college,Wife,Female,White,>50K
33,Prof-school,Husband,Male,White,>50K
40,HS-grad,Husband,Male,White,<=50K
52,10th,Husband,Male,White,>50K
55,9th,Unmarried,Female,White,>50K
24,Some-college,Not-in-family,Male,White,<=50K
36,Bachelors,Wife,Female,White,>50K
43,Bachelors,Not-in-family,Male,White,>50K
24,Some-college,Own-child,Male,White,<=50K
61,Some-college,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,>50K
45,HS-grad,Husband,Male,White,>50K
38,10th,Husband,Male,White,>50K
47,Masters,Unmarried,Female,White,<=50K
39,Bachelors,Husband,Male,White,<=50K
60,Bachelors,Not-in-family,Female,White,<=50K
33,HS-grad,Not-in-family,Male,White,<=50K
61,1st-4th,Husband,Male,White,<=50K
44,Prof-school,Husband,Male,White,>50K
47,HS-grad,Wife,Female,White,>50K
28,Bachelors,Husband,Male,White,>50K
50,11th,Own-child,Female,Black,<=50K
43,HS-grad,Husband,Male,Amer-Indian-Eskimo,<=50K
43,Masters,Wife,Female,Amer-Indian-Eskimo,>50K
39,Masters,Husband,Male,Asian-Pac-Islander,>50K
40,HS-grad,Not-in-family,Male,White,>50K
77,Masters,Husband,Male,White,>50K
51,Some-college,Unmarried,Female,White,<=50K
41,HS-grad,Husband,Male,White,<=50K
42,Doctorate,Not-in-family,Male,White,>50K
43,Masters,Husband,Male,White,>50K
53,10th,Husband,Male,White,<=50K
61,HS-grad,Husband,Male,Asian-Pac-Islander,<=50K
55,HS-grad,Not-in-family,Male,White,>50K
53,Masters,Not-in-family,Female,Black,>50K
39,HS-grad,Husband,Male,White,>50K
23,HS-grad,Own-child,Female,White,<=50K
22,HS-grad,Own-child,Male,White,<=50K
49,HS-grad,Wife,Female,White,>50K
47,HS-grad,Other-relative,Female,Other,<=50K
24,7th-8th,Husband,Male,White,<=50K
23,Some-college,Own-child,Male,White,<=50K
40,Masters,Not-in-family,Male,White,<=50K
18,12th,Own-child,Female,White,<=50K
28,Bachelors,Wife,Female,White,>50K
42,Bachelors,Husband,Male,White,>50K
19,HS-grad,Not-in-family,Female,White,<=50K
36,HS-grad,Husband,Male,White,<=50K
27,Bachelors,Husband,Male,White,>50K
31,HS-grad,Own-child,Female,Asian-Pac-Islander,<=50K
37,HS-grad,Husband,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
38,Bachelors,Unmarried,Female,White,<=50K
65,Some-college,Not-in-family,Female,Asian-Pac-Islander,<=50K
33,HS-grad,Wife,Female,White,>50K
34,HS-grad,Husband,Male,White,>50K
40,Assoc-acdm,Husband,Male,White,>50K
22,HS-grad,Husband,Male,White,<=50K
29,1st-4th,Not-in-family,Male,White,<=50K
31,Some-college,Husband,Male,White,<=50K
52,Doctorate,Husband,Male,White,>50K
23,Bachelors,Own-child,Male,White,>50K
24,Some-college,Own-child,Male,White,<=50K
38,HS-grad,Husband,Male,White,>50K
38,Bachelors,Husband,Male,White,<=50K
42,HS-grad,Husband,Male,White,<=50K
57,Prof-school,Husband,Male,White,>50K
33,Some-college,Husband,Male,White,<=50K
44,Bachelors,Unmarried,Male,White,>50K
38,Prof-school,Husband,Male,White,>50K
72,Doctorate,Husband,Male,White,>50K
47,Bachelors,Husband,Male,White,>50K
74,Some-college,Not-in-family,Female,White,<=50K
47,HS-grad,Husband,Male,White,>50K
34,HS-grad,Unmarried,Female,White,<=50K
66,HS-grad,Husband,Male,White,<=50K
28,HS-grad,Own-child,Female,White,<=50K
39,HS-grad,Husband,Male,White,<=50K
26,Bachelors,Husband,Male,White,>50K
44,Some-college,Husband,Male,White,>50K
23,Some-college,Not-in-family,Male,White,<=50K
28,Some-college,Own-child,Female,White,<=50K
17,11th,Own-child,Male,Black,<=50K
38,Bachelors,Husband,Male,White,<=50K
26,Some-college,Husband,Male,White,>50K
17,10th,Own-child,Male,White,<=50K
25,Some-college,Not-in-family,Male,White,<=50K
45,Bachelors,Wife,Female,White,>50K
50,Bachelors,Husband,Male,White,>50K
27,Assoc-acdm,Husband,Male,White,>50K
38,Bachelors,Not-in-family,Male,White,>50K
29,Some-college,Not-in-family,Female,White,<=50K
27,Bachelors,Not-in-family,Male,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
21,HS-grad,Own-child,Female,Black,<=50K
48,Masters,Husband,Male,White,>50K
20,HS-grad,Own-child,Male,White,<=50K
31,7th-8th,Other-relative,Male,White,<=50K
39,Bachelors,Not-in-family,Male,White,>50K
70,Prof-school,Husband,Male,White,>50K
21,Some-college,Not-in-family,Female,Other,<=50K
60,Bachelors,Husband,Male,White,>50K
46,Masters,Husband,Male,Black,>50K
44,Masters,Not-in-family,Female,White,<=50K
37,11th,Other-relative,Male,White,<=50K
38,HS-grad,Husband,Male,White,>50K
31,HS-grad,Unmarried,Female,White,<=50K
18,12th,Own-child,Male,White,<=50K
47,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
36,HS-grad,Husband,Male,White,<=50K
61,HS-grad,Husband,Male,White,<=50K
19,Some-college,Own-child,Female,White,<=50K
39,HS-grad,Wife,Female,White,>50K
34,Bachelors,Husband,Male,White,>50K
79,Bachelors,Husband,Male,White,<=50K
51,HS-grad,Husband,Male,White,>50K
27,Some-college,Other-relative,Male,Other,>50K
45,HS-grad,Husband,Male,White,>50K
34,Doctorate,Husband,Male,White,>50K
18,11th,Own-child,Male,White,<=50K
26,Some-college,Husband,Male,White,<=50K
67,Masters,Husband,Male,White,>50K
37,Prof-school,Wife,Female,White,>50K
64,HS-grad,Not-in-family,Female,White,>50K
62,Assoc-voc,Wife,Female,White,>50K
51,Bachelors,Not-in-family,Female,White,<=50K
17,10th,Own-child,Female,White,<=50K
57,Bachelors,Unmarried,Male,White,<=50K
43,Bachelors,Unmarried,Female,Black,<=50K
45,Bachelors,Husband,Male,White,<=50K
49,HS-grad,Husband,Male,White,>50K
39,Bachelors,Husband,Male,White,>50K
37,Assoc-voc,Wife,Female,White,>50K
54,Some-college,Not-in-family,Male,White,<=50K
27,Masters,Not-in-family,Female,White,<=50K
23,7th-8th,Not-in-family,Male,White,<=50K
22,Some-college,Own-child,Male,White,<=50K
28,HS-grad,Not-in-family,Male,White,<=50K
45,HS-grad,Unmarried,Female,Black,<=50K
28,HS-grad,Husband,Male,White,<=50K
52,Some-college,Unmarried,Female,White,<=50K
36,10th,Husband,Male,White,<=50K
22,Some-college,Other-relative,Male,White,<=50K
46,Assoc-voc,Not-in-family,Female,White,<=50K
39,Bachelors,Husband,Male,White,>50K
52,Prof-school,Unmarried,Female,Asian-Pac-Islander,<=50K
23,HS-grad,Own-child,Female,White,<=50K
40,HS-grad,Husband,Male,White,>50K
44,Bachelors,Husband,Male,White,>50K
81,Bachelors,Not-in-family,Male,White,>50K
65,Doctorate,Husband,Male,White,>50K
55,HS-grad,Wife,Female,White,<=50K
34,Assoc-voc,Wife,Female,White,>50K
19,HS-grad,Not-in-family,Male,Black,<=50K
46,Bachelors,Husband,Male,White,>50K
19,10th,Own-child,Male,White,<=50K
56,HS-grad,Husband,Male,White,<=50K
39,HS-grad,Other-relative,Female,Black,<=50K
37,HS-grad,Husband,Male,White,>50K
31,11th,Unmarried,Female,White,<=50K
46,Bachelors,Husband,Male,White,>50K
39,Masters,Own-child,Female,White,<=50K
18,11th,Own-child,Male,White,<=50K
50,Bachelors,Husband,Male,Black,>50K
41,Bachelors,Husband,Male,White,>50K
35,11th,Not-in-family,Male,White,<=50K
38,Assoc-voc,Husband,Male,Asian-Pac-Islander,>50K
